Gene stable ID	Transcript stable ID	Gene description	GO term accession	GO term name
AAEL000868	AAEL000868-RA		GO:0005515	protein binding
AAEL008460	AAEL008460-RA			
AAEL000638	AAEL000638-RA			
AAEL005243	AAEL005243-RA		GO:0016021	integral component of membrane
AAEL005243	AAEL005243-RA		GO:0005515	protein binding
AAEL003073	AAEL003073-RA	DNA-binding protein D-ETS-3 like [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL003073	AAEL003073-RA	DNA-binding protein D-ETS-3 like [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL003073	AAEL003073-RA	DNA-binding protein D-ETS-3 like [Source:VB Community Annotation]	GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL003073	AAEL003073-RA	DNA-binding protein D-ETS-3 like [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL010861	AAEL010861-RA	Mediator of RNA polymerase II transcription subunit 8 (Med8) [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL010861	AAEL010861-RA	Mediator of RNA polymerase II transcription subunit 8 (Med8) [Source:VB Community Annotation]	GO:0006357	regulation of transcription from RNA polymerase II promoter
AAEL010861	AAEL010861-RA	Mediator of RNA polymerase II transcription subunit 8 (Med8) [Source:VB Community Annotation]	GO:0001104	RNA polymerase II transcription cofactor activity
AAEL010861	AAEL010861-RA	Mediator of RNA polymerase II transcription subunit 8 (Med8) [Source:VB Community Annotation]	GO:0016592	mediator complex
AAEL006166	AAEL006166-RA	DNA (cytosine-5)-methyltransferase [Source:VB Community Annotation]	GO:0008168	methyltransferase activity
AAEL006166	AAEL006166-RA	DNA (cytosine-5)-methyltransferase [Source:VB Community Annotation]	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
AAEL015670	AAEL015670-RA	ABC transporter [Source:VB Community Annotation]	GO:0016020	membrane
AAEL015670	AAEL015670-RA	ABC transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002856	AAEL002856-RA			
AAEL011343	AAEL011343-RA		GO:0016020	membrane
AAEL011343	AAEL011343-RA		GO:0016021	integral component of membrane
AAEL011343	AAEL011343-RA		GO:0005509	calcium ion binding
AAEL011343	AAEL011343-RA		GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
AAEL011343	AAEL011343-RA		GO:0007155	cell adhesion
AAEL011343	AAEL011343-RA		GO:0005886	plasma membrane
AAEL008864	AAEL008864-RA			
AAEL005838	AAEL005838-RA		GO:0003676	nucleic acid binding
AAEL012939	AAEL012939-RA	gamma-subunit,methylmalonyl-CoA decarboxylase, putative [Source:VB Community Annotation]		
AAEL003555	AAEL003555-RA	ribosome biogenesis protein [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL003555	AAEL003555-RA	ribosome biogenesis protein [Source:VB Community Annotation]	GO:0005525	GTP binding
AAEL003555	AAEL003555-RA	ribosome biogenesis protein [Source:VB Community Annotation]	GO:0042254	ribosome biogenesis
AAEL005390	AAEL005390-RA	importin [Source:VB Community Annotation]	GO:0005488	binding
AAEL005390	AAEL005390-RA	importin [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL005390	AAEL005390-RA	importin [Source:VB Community Annotation]	GO:0006886	intracellular protein transport
AAEL005390	AAEL005390-RA	importin [Source:VB Community Annotation]	GO:0008536	Ran GTPase binding
AAEL015137	AAEL015137-RA	Niemann-Pick Type C-2, putative [Source:VB Community Annotation]		
AAEL014580	AAEL014580-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL014580	AAEL014580-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0036374	glutathione hydrolase activity
AAEL014580	AAEL014580-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0006751	glutathione catabolic process
AAEL003089	AAEL003089-RA		GO:0005488	binding
AAEL012752	AAEL012752-RA	tyrosine-protein kinase btk29a [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL012752	AAEL012752-RA	tyrosine-protein kinase btk29a [Source:VB Community Annotation]	GO:0006468	protein phosphorylation
AAEL012752	AAEL012752-RA	tyrosine-protein kinase btk29a [Source:VB Community Annotation]	GO:0004672	protein kinase activity
AAEL012752	AAEL012752-RA	tyrosine-protein kinase btk29a [Source:VB Community Annotation]	GO:0004715	non-membrane spanning protein tyrosine kinase activity
AAEL012752	AAEL012752-RA	tyrosine-protein kinase btk29a [Source:VB Community Annotation]	GO:0004713	protein tyrosine kinase activity
AAEL012752	AAEL012752-RA	tyrosine-protein kinase btk29a [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL013594	AAEL013594-RA		GO:0003676	nucleic acid binding
AAEL015525	AAEL015525-RA			
AAEL002695	AAEL002695-RA			
AAEL002029	AAEL002029-RA	protein serine/threonine kinase, putative [Source:VB Community Annotation]		
AAEL013208	AAEL013208-RA		GO:0005515	protein binding
AAEL014643	AAEL014643-RA	UDP-sugar transporter UST74c (fringe connection protein), putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL013696	AAEL013696-RA			
AAEL003480	AAEL003480-RA		GO:0003676	nucleic acid binding
AAEL014330	AAEL014330-RA		GO:0005515	protein binding
AAEL014318	AAEL014318-RA		GO:0016021	integral component of membrane
AAEL009662	AAEL009662-RA			
AAEL000123	AAEL000123-RA		GO:0005515	protein binding
AAEL014332	AAEL014332-RA		GO:0016021	integral component of membrane
AAEL000088	AAEL000088-RA	brefeldin A-sensitive peripheral Golgi protein, putative [Source:VB Community Annotation]	GO:0016020	membrane
AAEL000088	AAEL000088-RA	brefeldin A-sensitive peripheral Golgi protein, putative [Source:VB Community Annotation]	GO:0015031	protein transport
AAEL000088	AAEL000088-RA	brefeldin A-sensitive peripheral Golgi protein, putative [Source:VB Community Annotation]	GO:0007030	Golgi organization
AAEL002581	AAEL002581-RA	structural maintenance of chromosomes 6 smc6 [Source:VB Community Annotation]	GO:0006281	DNA repair
AAEL002581	AAEL002581-RA	structural maintenance of chromosomes 6 smc6 [Source:VB Community Annotation]	GO:0033743	peptide-methionine (R)-S-oxide reductase activity
AAEL002581	AAEL002581-RA	structural maintenance of chromosomes 6 smc6 [Source:VB Community Annotation]	GO:0030915	Smc5-Smc6 complex
AAEL002581	AAEL002581-RA	structural maintenance of chromosomes 6 smc6 [Source:VB Community Annotation]	GO:0000724	double-strand break repair via homologous recombination
AAEL002822	AAEL002822-RA	Actin-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q17GZ9]	GO:0006355	regulation of transcription, DNA-templated
AAEL002822	AAEL002822-RA	Actin-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q17GZ9]	GO:0005634	nucleus
AAEL002822	AAEL002822-RA	Actin-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q17GZ9]	GO:0006351	transcription, DNA-templated
AAEL002822	AAEL002822-RA	Actin-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q17GZ9]	GO:0006281	DNA repair
AAEL002822	AAEL002822-RA	Actin-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q17GZ9]	GO:0006310	DNA recombination
AAEL002822	AAEL002822-RA	Actin-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q17GZ9]	GO:0006338	chromatin remodeling
AAEL009812	AAEL009812-RA	type II collagen, putative [Source:VB Community Annotation]		
AAEL006023	AAEL006023-RA	Vanin-like protein 1 precursor, putative [Source:VB Community Annotation]	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
AAEL006023	AAEL006023-RA	Vanin-like protein 1 precursor, putative [Source:VB Community Annotation]	GO:0006807	nitrogen compound metabolic process
AAEL006023	AAEL006023-RA	Vanin-like protein 1 precursor, putative [Source:VB Community Annotation]	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
AAEL000612	AAEL000612-RA		GO:0016021	integral component of membrane
AAEL008582	AAEL008582-RA	40S ribosomal protein S2 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL008582	AAEL008582-RA	40S ribosomal protein S2 [Source:VB Community Annotation]	GO:0006412	translation
AAEL008582	AAEL008582-RA	40S ribosomal protein S2 [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL008582	AAEL008582-RA	40S ribosomal protein S2 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL008582	AAEL008582-RA	40S ribosomal protein S2 [Source:VB Community Annotation]	GO:0015935	small ribosomal subunit
AAEL015262	AAEL015262-RA	phosphatidylethanolamine-binding protein, putative [Source:VB Community Annotation]		
AAEL010672	AAEL010672-RA		GO:0016021	integral component of membrane
AAEL004298	AAEL004298-RA	Osiris, putative [Source:VB Community Annotation]		
AAEL005693	AAEL005693-RA	mitochondrial NADH:ubiquinone oxidoreductase B16.6 subunit, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL005693	AAEL005693-RB	mitochondrial NADH:ubiquinone oxidoreductase B16.6 subunit, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL010206	AAEL010206-RA	xylulose kinase [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
AAEL010206	AAEL010206-RA	xylulose kinase [Source:VB Community Annotation]	GO:0016773	phosphotransferase activity, alcohol group as acceptor
AAEL001483	AAEL001483-RA		GO:0008289	lipid binding
AAEL005017	AAEL005017-RA			
AAEL010472	AAEL010472-RA	helix-loop-helix protein hen [Source:VB Community Annotation]	GO:0046983	protein dimerization activity
AAEL002177	AAEL002177-RA	serine-type enodpeptidase, [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL002177	AAEL002177-RA	serine-type enodpeptidase, [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL002643	AAEL002643-RA		GO:0003677	DNA binding
AAEL002643	AAEL002643-RA		GO:0006355	regulation of transcription, DNA-templated
AAEL002643	AAEL002643-RA		GO:0005634	nucleus
AAEL002643	AAEL002643-RA		GO:0006351	transcription, DNA-templated
AAEL012000	AAEL012000-RA			
AAEL005280	AAEL005280-RA		GO:0016021	integral component of membrane
AAEL005671	AAEL005671-RA		GO:0016021	integral component of membrane
AAEL005671	AAEL005671-RA		GO:0006486	protein glycosylation
AAEL005671	AAEL005671-RA		GO:0008373	sialyltransferase activity
AAEL005671	AAEL005671-RA		GO:0005794	Golgi apparatus
AAEL009914	AAEL009914-RA	small nuclear ribonucleoprotein sm d2 [Source:VB Community Annotation]	GO:0008380	RNA splicing
AAEL009914	AAEL009914-RA	small nuclear ribonucleoprotein sm d2 [Source:VB Community Annotation]	GO:0030532	small nuclear ribonucleoprotein complex
AAEL009197	AAEL009197-RA		GO:0016021	integral component of membrane
AAEL009197	AAEL009197-RA		GO:0055085	transmembrane transport
AAEL003494	AAEL003494-RA	goodpasture antigen-binding protein [Source:VB Community Annotation]	GO:0008289	lipid binding
AAEL003775	AAEL003775-RA			
AAEL008536	AAEL008536-RA	UCR-motif DNA binding protein, putative [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL008536	AAEL008536-RA	UCR-motif DNA binding protein, putative [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL008536	AAEL008536-RA	UCR-motif DNA binding protein, putative [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL013980	AAEL013980-RA	glutaredoxin, putative [Source:VB Community Annotation]	GO:0009055	electron carrier activity
AAEL013980	AAEL013980-RA	glutaredoxin, putative [Source:VB Community Annotation]	GO:0015035	protein disulfide oxidoreductase activity
AAEL013980	AAEL013980-RA	glutaredoxin, putative [Source:VB Community Annotation]	GO:0045454	cell redox homeostasis
AAEL013980	AAEL013980-RA	glutaredoxin, putative [Source:VB Community Annotation]	GO:0005623	cell
AAEL013980	AAEL013980-RB	glutaredoxin, putative [Source:VB Community Annotation]	GO:0009055	electron carrier activity
AAEL013980	AAEL013980-RB	glutaredoxin, putative [Source:VB Community Annotation]	GO:0015035	protein disulfide oxidoreductase activity
AAEL013980	AAEL013980-RB	glutaredoxin, putative [Source:VB Community Annotation]	GO:0045454	cell redox homeostasis
AAEL013980	AAEL013980-RB	glutaredoxin, putative [Source:VB Community Annotation]	GO:0005623	cell
AAEL004826	AAEL004826-RA			
AAEL005294	AAEL005294-RA	Galectin [Source:UniProtKB/TrEMBL;Acc:Q17AG2]	GO:0030246	carbohydrate binding
AAEL012328	AAEL012328-RA			
AAEL012523	AAEL012523-RA	transcription factor TFIIH-subunit, putative [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL012523	AAEL012523-RA	transcription factor TFIIH-subunit, putative [Source:VB Community Annotation]	GO:0006289	nucleotide-excision repair
AAEL012523	AAEL012523-RA	transcription factor TFIIH-subunit, putative [Source:VB Community Annotation]	GO:0000439	core TFIIH complex
AAEL001223	AAEL001223-RA	engulfment and cell motility protein [Source:VB Community Annotation]	GO:0005488	binding
AAEL001223	AAEL001223-RA	engulfment and cell motility protein [Source:VB Community Annotation]	GO:0016477	cell migration
AAEL013687	AAEL013687-RA			
AAEL012410	AAEL012410-RA	eukaryotic translation initiation factor 2C [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL012410	AAEL012410-RA	eukaryotic translation initiation factor 2C [Source:VB Community Annotation]	GO:0031047	gene silencing by RNA
AAEL012410	AAEL012410-RA	eukaryotic translation initiation factor 2C [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL014294	AAEL014294-RA			
AAEL012683	AAEL012683-RA			
AAEL002287	AAEL002287-RA	trans-prenyltransferase [Source:VB Community Annotation]	GO:0008299	isoprenoid biosynthetic process
AAEL002507	AAEL002507-RA			
AAEL011886	AAEL011886-RA			
AAEL017227	AAEL017227-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9G6]	GO:0016020	membrane
AAEL017227	AAEL017227-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9G6]	GO:0016021	integral component of membrane
AAEL017227	AAEL017227-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9G6]	GO:0005886	plasma membrane
AAEL017227	AAEL017227-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9G6]	GO:0004984	olfactory receptor activity
AAEL017227	AAEL017227-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9G6]	GO:0005549	odorant binding
AAEL017227	AAEL017227-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9G6]	GO:0007608	sensory perception of smell
AAEL000860	AAEL000860-RA			
AAEL001749	AAEL001749-RA	ventrhoid transmembrane protein, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL001749	AAEL001749-RA	ventrhoid transmembrane protein, putative [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL001749	AAEL001749-RA	ventrhoid transmembrane protein, putative [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL015532	AAEL015532-RA	THO complex, putative [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL002152	AAEL002152-RA	kinesin-associated proteins [Source:VB Community Annotation]	GO:0005488	binding
AAEL002152	AAEL002152-RA	kinesin-associated proteins [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002152	AAEL002152-RA	kinesin-associated proteins [Source:VB Community Annotation]	GO:0005871	kinesin complex
AAEL002152	AAEL002152-RA	kinesin-associated proteins [Source:VB Community Annotation]	GO:0019894	kinesin binding
AAEL002152	AAEL002152-RA	kinesin-associated proteins [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL006828	AAEL006828-RB	otopetrin [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL006828	AAEL006828-RA	otopetrin [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL014449	AAEL014449-RA	ribose-phosphate pyrophosphokinase 1, [Source:VB Community Annotation]	GO:0000287	magnesium ion binding
AAEL014449	AAEL014449-RA	ribose-phosphate pyrophosphokinase 1, [Source:VB Community Annotation]	GO:0004749	ribose phosphate diphosphokinase activity
AAEL014449	AAEL014449-RA	ribose-phosphate pyrophosphokinase 1, [Source:VB Community Annotation]	GO:0009165	nucleotide biosynthetic process
AAEL017500	AAEL017500-RA			
AAEL009738	AAEL009738-RA		GO:0005488	binding
AAEL003754	AAEL003754-RA	actin binding [Source:VB Community Annotation]	GO:0007155	cell adhesion
AAEL003754	AAEL003754-RA	actin binding [Source:VB Community Annotation]	GO:0005198	structural molecule activity
AAEL003754	AAEL003754-RA	actin binding [Source:VB Community Annotation]	GO:0015629	actin cytoskeleton
AAEL003754	AAEL003754-RA	actin binding [Source:VB Community Annotation]	GO:0045296	cadherin binding
AAEL003754	AAEL003754-RA	actin binding [Source:VB Community Annotation]	GO:0051015	actin filament binding
AAEL003754	AAEL003754-RB	actin binding [Source:VB Community Annotation]	GO:0007155	cell adhesion
AAEL003754	AAEL003754-RB	actin binding [Source:VB Community Annotation]	GO:0005198	structural molecule activity
AAEL003754	AAEL003754-RB	actin binding [Source:VB Community Annotation]	GO:0015629	actin cytoskeleton
AAEL003754	AAEL003754-RB	actin binding [Source:VB Community Annotation]	GO:0045296	cadherin binding
AAEL003754	AAEL003754-RB	actin binding [Source:VB Community Annotation]	GO:0051015	actin filament binding
AAEL003898	AAEL003898-RA		GO:0016021	integral component of membrane
AAEL002837	AAEL002837-RA	radical sam proteins [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL002837	AAEL002837-RA	radical sam proteins [Source:VB Community Annotation]	GO:0051539	4 iron, 4 sulfur cluster binding
AAEL002837	AAEL002837-RA	radical sam proteins [Source:VB Community Annotation]	GO:0005737	cytoplasm
AAEL002837	AAEL002837-RA	radical sam proteins [Source:VB Community Annotation]	GO:0051536	iron-sulfur cluster binding
AAEL002837	AAEL002837-RA	radical sam proteins [Source:VB Community Annotation]	GO:0016740	transferase activity
