NCBI gene ID	Gene description	GOSlim GOA Accession(s)	GOSlim GOA Description
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0016853	isomerase activity
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0003674	molecular_function
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0005975	carbohydrate metabolic process
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0008150	biological_process
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0034641	cellular nitrogen compound metabolic process
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0043167	ion binding
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0009058	biosynthetic process
5574331	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	GO:0044281	small molecule metabolic process
110678058		GO:0005575	cellular_component
5567014	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1) [Source:VB Community Annotation]	GO:0016798	hydrolase activity, acting on glycosyl bonds
5567014	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1) [Source:VB Community Annotation]	GO:0008150	biological_process
5567014	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1) [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5567014	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1) [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
5567014	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1) [Source:VB Community Annotation]	GO:0003674	molecular_function
5569335	glutamate decarboxylase [Source:VB Community Annotation]	GO:0008150	biological_process
5569335	glutamate decarboxylase [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5569335	glutamate decarboxylase [Source:VB Community Annotation]	GO:0016829	lyase activity
5569335	glutamate decarboxylase [Source:VB Community Annotation]	GO:0043167	ion binding
5569335	glutamate decarboxylase [Source:VB Community Annotation]	GO:0003674	molecular_function
110676678		GO:0003674	molecular_function
5575195		GO:0003674	molecular_function
5575195		GO:0032991	protein-containing complex
5575195		GO:0005886	plasma membrane
5575195		GO:0008150	biological_process
5575195		GO:0005198	structural molecule activity
5575195		GO:0005575	cellular_component
5575195		GO:0005623	cell
5577609	pupal cuticle protein, putative [Source:VB Community Annotation]	GO:0005198	structural molecule activity
5577609	pupal cuticle protein, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5572197		GO:0003674	molecular_function
5572197		GO:0043167	ion binding
5574802		GO:0006464	cellular protein modification process
5574802		GO:0008150	biological_process
5574802		GO:0016301	kinase activity
5574802		GO:0043167	ion binding
5574802		GO:0003674	molecular_function
5566828		GO:0003674	molecular_function
5566828		GO:0009058	biosynthetic process
5566828		GO:0016757	transferase activity, transferring glycosyl groups
5566828		GO:0006464	cellular protein modification process
5566828		GO:0005975	carbohydrate metabolic process
5566828		GO:0008150	biological_process
110680261		GO:0005623	cell
110680261		GO:0005575	cellular_component
110680261		GO:0005622	intracellular
110680261		GO:0005737	cytoplasm
110680261		GO:0032991	protein-containing complex
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0043167	ion binding
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0003674	molecular_function
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0008150	biological_process
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0006629	lipid metabolic process
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0016301	kinase activity
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5576468	phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:VB Community Annotation]	GO:0007165	signal transduction
110677081		GO:0003674	molecular_function
5567531		GO:0005739	mitochondrion
5567531		GO:0043226	organelle
5567531		GO:0005737	cytoplasm
5567531		GO:0005623	cell
5567531		GO:0005622	intracellular
5567531		GO:0005575	cellular_component
110676408		GO:0005575	cellular_component
110676408		GO:0022857	transmembrane transporter activity
110676408		GO:0003674	molecular_function
110676408		GO:0007165	signal transduction
110676408		GO:0008150	biological_process
5574605		GO:0008150	biological_process
5574605		GO:0005575	cellular_component
5574605		GO:0005623	cell
5574605		GO:0005622	intracellular
5574605		GO:0005777	peroxisome
5574605		GO:0043226	organelle
5574605		GO:0005737	cytoplasm
5571476		GO:0003674	molecular_function
5571476		GO:0008150	biological_process
5571476		GO:0008233	peptidase activity
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0009058	biosynthetic process
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0034641	cellular nitrogen compound metabolic process
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0006412	translation
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0008150	biological_process
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0005737	cytoplasm
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0005840	ribosome
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0032991	protein-containing complex
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0043226	organelle
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0005575	cellular_component
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0005623	cell
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0005622	intracellular
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0003674	molecular_function
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0005198	structural molecule activity
5567500	39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]	GO:0003735	structural constituent of ribosome
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0003674	molecular_function
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0008150	biological_process
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0008092	cytoskeletal protein binding
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0043167	ion binding
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0005575	cellular_component
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0005622	intracellular
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0005623	cell
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0005856	cytoskeleton
5574130	kinesin-like protein KIF3A [Source:VB Community Annotation]	GO:0043226	organelle
5577811		GO:0003674	molecular_function
5569926	sorting nexin [Source:VB Community Annotation]	GO:0003674	molecular_function
5569926	sorting nexin [Source:VB Community Annotation]	GO:0008289	lipid binding
5569926	sorting nexin [Source:VB Community Annotation]	GO:0043167	ion binding
5569926	sorting nexin [Source:VB Community Annotation]	GO:0005575	cellular_component
5564612		GO:0005575	cellular_component
5564612		GO:0003674	molecular_function
5564612		GO:0007165	signal transduction
5564612		GO:0008150	biological_process
5564612		GO:0032991	protein-containing complex
5572072		GO:0003677	DNA binding
5572072		GO:0003674	molecular_function
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0016874	ligase activity
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0003674	molecular_function
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0008150	biological_process
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0006520	cellular amino acid metabolic process
5572005	carbamoyl-phosphate synthase large chain [Source:VB Community Annotation]	GO:0043167	ion binding
5576566		GO:0003674	molecular_function
5576566		GO:0008150	biological_process
5576566		GO:0007165	signal transduction
5566385		GO:0003674	molecular_function
5573705	ribonucleoside-diphosphate reductase small chain [Source:VB Community Annotation]	GO:0003674	molecular_function
5573705	ribonucleoside-diphosphate reductase small chain [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5573705	ribonucleoside-diphosphate reductase small chain [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5573705	ribonucleoside-diphosphate reductase small chain [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5573705	ribonucleoside-diphosphate reductase small chain [Source:VB Community Annotation]	GO:0008150	biological_process
5573705	ribonucleoside-diphosphate reductase small chain [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5571831		GO:0003674	molecular_function
5571831		GO:0003677	DNA binding
5571831		GO:0003700	DNA-binding transcription factor activity
5571831		GO:0008150	biological_process
5571831		GO:0034641	cellular nitrogen compound metabolic process
5571831		GO:0009058	biosynthetic process
110678478		GO:0050877	nervous system process
110678478		GO:0005575	cellular_component
110678478		GO:0008150	biological_process
110678478		GO:0003674	molecular_function
110679036		GO:0005634	nucleus
110679036		GO:0043226	organelle
110679036		GO:0032991	protein-containing complex
110679036		GO:0003677	DNA binding
110679036		GO:0005575	cellular_component
110679036		GO:0005623	cell
110679036		GO:0005694	chromosome
110679036		GO:0005622	intracellular
110679036		GO:0003674	molecular_function
110679036		GO:0065003	protein-containing complex assembly
110679036		GO:0008150	biological_process
110679036		GO:0051276	chromosome organization
110679036		GO:0022607	cellular component assembly
5578717	bmp-induced factor [Source:VB Community Annotation]	GO:0003674	molecular_function
5574334		GO:0003674	molecular_function
5574334		GO:0043167	ion binding
5566589		GO:0005575	cellular_component
5566589		GO:0003674	molecular_function
5566589		GO:0016887	ATPase activity
5566589		GO:0043167	ion binding
5566589		GO:0006810	transport
5566589		GO:0008150	biological_process
5566589		GO:0061024	membrane organization
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0006412	translation
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0008150	biological_process
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0005739	mitochondrion
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0043226	organelle
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0005737	cytoplasm
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0005623	cell
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0005622	intracellular
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0005575	cellular_component
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0005198	structural molecule activity
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
5580284	mitochondrial ribosomal protein L43 [Source:VB Community Annotation]	GO:0003674	molecular_function
5563718	alkaline phosphatase [Source:VB Community Annotation]	GO:0003674	molecular_function
5563718	alkaline phosphatase [Source:VB Community Annotation]	GO:0016791	phosphatase activity
5563718	alkaline phosphatase [Source:VB Community Annotation]	GO:0008150	biological_process
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0003677	DNA binding
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0032991	protein-containing complex
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0043226	organelle
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005622	intracellular
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005623	cell
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005694	chromosome
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005575	cellular_component
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0003674	molecular_function
110677962	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005634	nucleus
5580045		GO:0005634	nucleus
5580045		GO:0005575	cellular_component
5580045		GO:0005622	intracellular
5580045		GO:0005623	cell
5580045		GO:0043226	organelle
5580045		GO:0003674	molecular_function
5580045		GO:0003677	DNA binding
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0005198	structural molecule activity
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0006412	translation
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0005737	cytoplasm
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0005840	ribosome
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0005739	mitochondrion
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0043226	organelle
5575410	mitochondrial ribosomal protein, S30, putative [Source:VB Community Annotation]	GO:0005622	intracellular
